trip_id,user_id,scooter_id,city,start_time,end_time,distance_km,fare_mxn,payment_method
TRIP02572,USR0091,SC0173,cdmx,2025-02-17T06:07:04,2025-02-17T07:14:04,5.54,87.13,qr_code
TRIP04724,USR0308,SC0021,GDL,2024-11-09T18:10:19,2024-11-09T18:50:19,9.38,94.6,credit_card
TRIP02330,USR0315,SC0189,CDMX,2024-04-15T20:48:56,2024-04-15T22:02:56,9.95,159.06,credit_card
TRIP02904,USR0341,SC0161,cdmx,2025-06-03T20:20:02,2025-06-03T21:17:02,11.1,157.96,qr_code
TRIP02871,USR0132,SC0079,cdmx,2025-03-08T16:04:49,2025-03-08T16:16:49,2.53,50.84,cash
TRIP01856,USR0126,SC0092,MTY,2024-10-16T06:00:24,2024-10-16T07:17:24,2.47,36.42,wallet
TRIP01108,USR0004,SC0184,CDMX,2024-11-12T07:15:22,2024-11-12T08:31:22,14.99,183.48,credit_card
TRIP02211,,SC0003,cdmx,2025-04-16T15:08:38,2025-04-16T15:48:38,7.12,113.92,qr_code
TRIP00627,USR0065,SC0163,CDMX,2025-05-20T09:29:44,2025-05-20T10:53:44,12.61,178.41,credit_card
TRIP01466,USR0304,SC0114,cdmx,2024-04-08T22:42:37,2024-04-08T23:49:37,10.56,163.36,cash
TRIP01175,USR0242,SC0002,Ciudad de Mexico,2024-10-04T17:21:56,2024-10-04T18:48:56,11.5,172.7,cash
TRIP02340,USR0039,SC0055,Monterrey,2024-07-16T08:55:43,2024-07-16T10:01:43,11.37,109.2,cash
TRIP02125,USR0328,SC0079,cdmx,2025-05-15T05:03:40,2025-05-15T06:20:40,7.04,87.77,cash
TRIP04571,USR0401,SC0013,CDMX,2025-04-13T09:08:54,2025-04-13T10:36:54,6.81,80.39,debit_card
TRIP04743,USR0289,SC0189,cdmx,2024-11-28T13:57:50,2024-11-28T14:28:50,10.4,114.92,debit_card
TRIP01407,USR0335,SC0032,MTY,2024-10-28T12:11:32,2024-10-28T12:40:32,12.19,168.16,debit_card
TRIP02074,USR0461,SC0147,MTY,2024-09-09T13:38:19,2024-09-09T14:40:19,6.06,94.07,qr_code
TRIP01490,USR0212,SC0034,GDL,2024-04-20T21:36:30,2024-04-20T22:31:30,4.7,73.33,qr_code
TRIP01091,USR0477,SC0036,MTY,2025-01-04T17:00:09,2025-01-04T17:48:09,4.41,57.14,credit_card
TRIP00417,USR0151,SC0110,Guadalajara,2024-09-10T18:55:08,2024-09-10T20:05:08,3.53,42.31,credit_card
TRIP02552,USR0158,SC0088,MTY,2025-05-13T07:38:33,2025-05-13T08:57:33,2.09,35.31,debit_card
TRIP00396,USR0206,SC0131,Ciudad de Mexico,2024-01-24T08:01:55,2024-01-24T09:13:55,2.16,26.3,cash
TRIP00635,USR0336,SC0024,cdmx,2025-02-24T05:14:08,2025-02-24T06:37:08,9.19,139.8,debit_card
TRIP02847,USR0320,SC0195,CDMX,2024-11-13T22:47:11,2024-11-14T00:01:11,14.07,152.55,wallet
TRIP04381,USR0118,SC0119,MTY,2024-07-22T22:46:08,2024-07-22T23:02:08,2.93,49.04,debit_card
TRIP02100,USR0380,SC0153,Ciudad de Mexico,2024-04-05T09:46:14,2024-04-05T10:40:14,6.9,90.99,cash
TRIP01426,USR0262,SC0166,cdmx,2024-01-01T12:37:26,2024-01-01T13:33:26,12.59,156.19,cash
TRIP03419,USR0279,SC0073,GDL,2024-05-21T12:32:41,2024-05-21T13:02:41,10.83,174.74,debit_card
TRIP02187,USR0150,SC0068,cdmx,2025-01-02T12:33:50,2025-01-02T13:05:50,12.24,$138.41,qr_code
TRIP03465,USR0192,SC0013,Ciudad de Mexico,2024-10-24T00:39:48,2024-10-24T01:30:48,3.1,54.44,wallet
TRIP02828,USR0271,SC0146,Ciudad de Mexico,2024-10-08T14:43:50,2024-10-08T15:46:50,12.88,140.28,wallet
TRIP04813,USR0417,SC0018,Monterrey,2024-01-08T15:38:02,2024-01-08T15:45:02,14.61,207.14,debit_card
TRIP00162,USR0456,SC0011,Ciudad de Mexico,2024-04-13T22:26:44,2024-04-13T23:41:44,4.35,$51.94,qr_code
TRIP00086,USR0316,SC0100,GDL,2024-12-10T14:31:45,2024-12-10T15:48:45,5.84,93.96,credit_card
TRIP00142,USR0065,SC0197,MTY,2024-10-02T07:57:01,2024-10-02T08:44:01,1.43,$32.22,wallet
TRIP01687,USR0114,SC0061,GDL,2025-04-17T17:11:10,2025-04-17T17:42:10,4.38,61.29,wallet
TRIP03663,USR0115,SC0103,MTY,2025-05-10T06:22:14,2025-05-10T07:36:14,10.56,135.57,wallet
TRIP02432,USR0288,SC0192,cdmx,2024-06-05T08:39:41,2024-06-05T09:20:41,0.57,18.62,credit_card
TRIP04371,USR0084,SC0121,Monterrey,2025-03-19T07:51:24,2025-03-19T09:12:24,9.28,113.47,credit_card
TRIP03521,USR0111,SC0056,Monterrey,2025-04-07T09:26:31,2025-04-07T09:40:31,2.85,50.86,cash
TRIP04352,USR0087,SC0107,Ciudad de Mexico,2024-05-07T17:03:46,2024-05-07T17:55:46,11.18,156.98,debit_card
TRIP01933,USR0277,SC0114,Ciudad de Mexico,2024-04-01T21:50:16,2024-04-01T22:02:16,0.87,$23.97,debit_card
TRIP02218,USR0168,SC0104,MTY,2024-12-06T09:22:00,2024-12-06T10:01:00,13.04,184.23,qr_code
TRIP04993,USR0001,SC0019,GDL,2024-03-08T08:02:12,2024-03-08T08:44:12,5.68,65.12,credit_card
TRIP02908,USR0333,SC0186,CDMX,2024-10-15T09:39:05,2024-10-15T10:56:05,12.83,116.1,qr_code
TRIP02853,,SC0080,CDMX,2024-08-05T04:12:29,2024-08-05T04:20:29,7.43,95.96,wallet
TRIP04297,USR0018,SC0162,MTY,2024-02-17T20:17:14,2024-02-17T20:22:14,9.58,110.85,credit_card
TRIP01399,USR0267,SC0086,cdmx,2025-03-14T09:56:50,2025-03-14T11:15:50,4.52,72.67,qr_code
TRIP01994,USR0335,SC0188,cdmx,2024-09-03T06:22:33,2024-09-03T07:31:33,12.82,151.94,qr_code
TRIP00697,USR0027,SC0176,cdmx,2025-03-20T14:11:32,2025-03-20T15:03:32,3.61,48.22,cash
TRIP04996,USR0040,SC0119,MTY,2024-05-16T17:57:11,2024-05-16T19:08:11,6.56,71.12,cash
TRIP04830,USR0421,SC0067,Ciudad de Mexico,2024-04-18T19:07:42,2024-04-18T19:27:42,2.29,44.34,cash
TRIP03304,USR0153,SC0223,cdmx,2025-02-03T21:51:25,2025-02-03T22:11:25,11.62,173.72,debit_card
TRIP02500,USR0112,SC0085,CDMX,2024-09-13T20:40:42,2024-09-13T21:23:42,0.76,20.93,qr_code
TRIP04922,USR0364,SC0093,MTY,2024-09-19T15:30:26,2024-09-19T16:41:26,0.78,29.73,credit_card
TRIP02354,USR0129,SC0108,cdmx,2024-09-06T13:53:53,2024-09-06T14:45:53,12.98,136.91,wallet
TRIP02449,USR0450,SC0009,Ciudad de Mexico,2024-08-30T11:04:07,2024-08-30T11:37:07,0.0,49.25,qr_code
TRIP00021,,SC0036,MTY,2025-05-14T18:21:17,2025-05-14T19:42:17,0.65,15.8,wallet
TRIP00660,USR0471,SC0090,cdmx,2024-01-28T19:28:07,2024-01-28T20:21:07,12.89,127.68,debit_card
TRIP00599,USR0447,SC0245,Ciudad de Mexico,2025-05-15T09:41:15,2025-05-15T10:27:15,8.54,128.53,wallet
TRIP01709,USR0401,SC0096,CDMX,2025-04-01T07:48:24,2025-04-01T08:42:24,6.29,58.51,debit_card
TRIP01511,USR0473,SC0107,cdmx,2024-08-24T18:45:17,2024-08-24T20:10:17,10.34,102.08,credit_card
TRIP02599,USR0291,SC0111,Guadalajara,2025-05-29T07:16:34,2025-05-29T08:13:34,9.3,137.55,cash
TRIP01562,,SC0008,cdmx,2025-05-05T10:44:22,2025-05-05T12:05:22,1.31,27.18,wallet
TRIP03043,,SC0020,CDMX,2024-01-01T08:10:47,2024-01-01T09:08:47,7.26,74.51,cash
TRIP00540,USR0123,SC0024,CDMX,2024-10-09T16:45:25,2024-10-09T17:40:25,12.45,172.31,debit_card
TRIP00924,USR0153,SC0121,MTY,2024-09-13T09:24:24,2024-09-13T10:04:24,8.57,$107.11,wallet
TRIP01340,USR0094,SC0016,Monterrey,2024-03-18T08:39:45,2024-03-18T08:45:45,4.63,70.13,cash
TRIP00985,USR0139,SC0185,cdmx,2025-05-29T18:27:13,2025-05-29T19:07:13,4.64,$53.30,cash
TRIP00315,USR0111,SC0125,Ciudad de Mexico,2024-10-12T12:55:15,2024-10-12T13:31:15,13.43,170.31,credit_card
TRIP03853,USR0031,SC0199,GDL,2024-03-25T15:50:46,2024-03-25T16:10:46,11.71,$126.49,wallet
TRIP02011,USR0356,SC0140,cdmx,2024-04-08T19:58:07,2024-04-08T21:21:07,14.3,140.35,debit_card
TRIP03276,USR0197,SC0147,Monterrey,2025-06-27T07:56:38,2025-06-27T08:40:38,13.77,157.19,debit_card
TRIP02520,USR0060,SC0129,Guadalajara,2024-10-31T15:12:25,2024-10-31T15:54:25,0.62,16.34,debit_card
TRIP04289,USR0164,SC0016,MTY,2025-05-02T21:31:29,2025-05-02T22:38:29,12.5,191.32,qr_code
TRIP02384,USR0027,SC0139,Monterrey,2024-11-18T12:22:04,2024-11-18T12:43:04,10.1,133.01,cash
TRIP02379,,SC0068,CDMX,2025-01-22T19:45:42,2025-01-22T20:12:42,13.75,190.04,credit_card
TRIP00098,USR0251,SC0136,CDMX,2025-04-01T12:32:26,2025-04-01T13:35:26,10.26,109.54,credit_card
TRIP03788,USR0166,SC0081,Monterrey,2025-05-26T07:18:33,2025-05-26T08:38:33,10.9,135.85,qr_code
TRIP04807,USR0235,SC0074,Ciudad de Mexico,2024-11-22T09:56:07,2024-11-22T10:45:07,6.24,$68.08,cash
TRIP03584,USR0330,SC0039,GDL,2024-08-02T17:58:32,2024-08-02T18:37:32,0.0,43.41,cash
TRIP00655,USR0240,SC0075,Monterrey,2024-12-07T22:16:16,2024-12-07T23:38:16,2.23,35.2,credit_card
TRIP02272,USR0252,SC0104,Monterrey,2024-09-04T20:31:31,2024-09-04T22:00:31,9.95,137.13,debit_card
TRIP01253,USR0389,SC0073,GDL,2024-05-01T21:23:28,2024-05-01T21:48:28,2.64,35.8,qr_code
TRIP03354,USR0068,SC0086,Ciudad de Mexico,2024-12-31T18:11:43,2024-12-31T18:17:43,0.0,99.99,qr_code
TRIP02421,USR0310,SC0128,GDL,2024-11-29T09:09:44,2024-11-29T10:26:44,5.17,85.69,debit_card
TRIP04101,USR0116,SC0066,Monterrey,2025-05-16T13:28:10,2025-05-16T13:47:10,1.36,35.54,cash
TRIP00199,USR0151,SC0176,Ciudad de Mexico,2024-03-17T08:32:07,2024-03-17T09:25:07,4.33,$57.21,wallet
TRIP04195,USR0439,SC0004,Ciudad de Mexico,2024-10-02T08:22:50,2024-10-02T09:14:50,7.94,125.36,qr_code
TRIP03349,USR0209,SC0107,Ciudad de Mexico,2024-10-01T11:40:54,2024-10-01T12:20:54,12.86,196.22,qr_code
TRIP03091,USR0494,SC0161,CDMX,2025-01-02T17:36:46,2025-01-02T19:02:46,11.73,$127.34,credit_card
TRIP02494,USR0354,SC0114,CDMX,2024-05-15T03:17:49,2024-05-15T04:44:49,2.96,47.77,cash
TRIP03488,USR0383,SC0078,cdmx,2025-06-25T14:24:54,2025-06-25T15:28:54,7.1,116.72,wallet
TRIP00531,USR0141,SC0028,cdmx,2025-04-08T09:24:15,2025-04-08T10:42:15,11.86,147.75,debit_card
TRIP01348,USR0214,SC0141,CDMX,2024-01-26T18:08:08,2024-01-26T19:34:08,12.87,194.49,cash
TRIP02692,USR0373,SC0154,Monterrey,2024-03-05T09:46:08,2024-03-05T11:00:08,13.67,203.15,wallet
TRIP02874,USR0340,SC0013,cdmx,2024-11-03T17:21:19,2024-11-03T18:26:19,6.85,77.34,wallet
TRIP04499,USR0223,SC0103,Monterrey,2025-03-12T08:41:55,2025-03-12T10:07:55,14.6,232.14,debit_card
TRIP04695,USR0127,SC0182,Monterrey,2024-04-29T13:28:16,2024-04-29T14:58:16,13.16,135.96,debit_card
TRIP04636,USR0019,SC0199,GDL,2025-04-04T18:58:44,2025-04-04T20:00:44,8.61,87.94,credit_card
TRIP03363,USR0037,SC0077,Guadalajara,2024-10-11T07:38:20,2024-10-11T08:09:20,11.79,146.73,cash
TRIP04977,USR0313,SC0053,cdmx,2024-12-25T12:58:48,2024-12-25T14:08:48,12.21,170.87,credit_card
TRIP01948,,SC0046,Ciudad de Mexico,2024-11-22T18:12:05,2024-11-22T19:10:05,11.54,127.19,qr_code
TRIP02570,USR0439,SC0190,CDMX,2025-01-10T07:47:02,2025-01-10T08:25:02,0.98,23.3,credit_card
TRIP00558,USR0035,SC0185,Ciudad de Mexico,2024-06-11T17:31:59,2024-06-11T18:36:59,11.69,185.51,debit_card
TRIP02945,USR0169,SC0103,Monterrey,2024-10-23T10:22:45,2024-10-23T11:35:45,8.12,130.24,cash
TRIP03359,USR0225,SC0191,Ciudad de Mexico,2024-02-02T22:36:58,2024-02-02T23:27:58,9.69,$143.82,debit_card
TRIP01189,USR0416,SC0082,CDMX,2025-04-26T16:34:27,2025-04-26T18:01:27,4.81,78.48,cash
TRIP01567,USR0327,SC0104,Monterrey,2025-04-22T20:55:10,2025-04-22T21:14:10,10.88,133.25,debit_card
TRIP02251,USR0343,SC0039,Guadalajara,2024-10-03T16:46:16,2024-10-03T17:22:16,14.65,141.9,cash
TRIP04197,USR0080,SC0062,Monterrey,2025-05-10T08:43:18,2025-05-10T08:52:18,5.42,72.76,debit_card
TRIP02481,USR0125,SC0179,Ciudad de Mexico,2025-03-19T19:53:27,2025-03-19T20:33:27,1.04,25.32,debit_card
TRIP03395,USR0381,SC0051,cdmx,2024-05-06T17:38:34,2024-05-06T17:46:34,3.26,42.74,credit_card
TRIP01341,USR0043,SC0085,Ciudad de Mexico,2024-04-08T11:53:58,2024-04-08T12:17:58,0.97,23.89,cash
TRIP01681,USR0016,SC0148,Monterrey,2024-05-28T12:41:38,2024-05-28T13:40:38,3.46,52.25,debit_card
TRIP02785,USR0349,SC0047,CDMX,2024-03-16T18:13:52,2024-03-16T19:00:52,5.31,80.96,debit_card
TRIP03511,USR0421,SC0110,GDL,2024-02-01T08:32:14,2024-02-01T09:42:14,12.48,112.51,credit_card
TRIP03333,USR0064,SC0040,Monterrey,2025-04-25T12:45:10,2025-04-25T13:14:10,10.01,96.85,debit_card
TRIP00895,USR0292,SC0039,Guadalajara,2025-05-23T18:14:29,2025-05-23T18:34:29,14.06,179.68,debit_card
TRIP01897,USR0197,SC0060,CDMX,2024-04-03T02:03:41,2024-04-03T03:11:41,9.13,115.98,debit_card
TRIP03362,USR0031,SC0069,Ciudad de Mexico,2024-11-28T09:25:52,2024-11-28T09:30:52,14.35,167.9,qr_code
TRIP01295,USR0399,SC0002,Ciudad de Mexico,2025-02-25T16:43:17,2025-02-25T17:00:17,0.61,14.5,credit_card
TRIP02942,USR0309,SC0175,Guadalajara,2024-07-28T23:39:17,2024-07-28T23:50:17,1.51,33.43,qr_code
TRIP01977,USR0477,SC0066,Monterrey,2024-06-14T06:45:13,2024-06-14T07:39:13,3.16,59.34,wallet
TRIP04013,USR0338,SC0035,Ciudad de Mexico,2024-01-31T19:18:34,2024-01-31T20:31:34,10.18,91.05,cash
